expon|randn_m20_s4|randn_m40_s2|range
0.08164110867278672|21.586353636679217|42.330170684506655|0
0.4881488066849807|24.63308876946521|40.137129494488406|1
0.29684760106110447|19.86295501627915|38.33577489646158|2
0.5120935802435008|18.142688327877824|41.746186502446584|3
0.5262811797939692|26.02592575306206|40.205095731959226|4
0.21698557741407257|20.458518323356103|39.47584292344541|5
0.1359665776148968|16.89914571443921|39.55000745097204|6
0.22767000003934837|20.82409290791785|37.62970793331602|7
0.6244774784885605|21.43625690873713|43.11046661398138|8
0.9830820532221785|20.784524050312367|37.20755056092227|9
0.7690957562893627|20.713574634046985|42.15689052907195|10
0.32658065846254586|13.64489403273309|43.0546695756518|11
0.5697883850544673|19.96811278455279|41.72421382183993|12
0.02425363981209734|20.718785241820278|41.33498692725484|13
0.19167231487138525|10.7127104999738|40.06493815382563|14
0.03220757703580305|22.546237806973057|43.85205328266377|15
0.010336195433242445|13.692725505600896|39.40861742098218|16
0.02200675169391922|22.468673685367293|43.152631587550644|17
0.3412789322331408|19.39279670728098|38.991974142251664|18
0.646335417387735|18.403341737048713|40.38242556191022|19
1.821757168618592|18.72834383812925|38.81911692424673|20
2.0275162202501567|18.14443209793521|38.72306124819841|21
0.14183009047118525|21.50019729041167|39.1766455092855|22
1.4974566679563583|15.7730766078108|38.05905273197271|23
1.396466631539576|24.576981701571917|40.98158715262231|24
0.07785575186833388|11.872467750780963|38.68861546988497|25
0.38270756933390787|25.291353579211787|38.349424978941606|26
1.5360998716908651|22.311297432261153|38.19500154626408|27
0.5544848025063532|20.266051020615517|41.30897607729055|28
2.240156661296488|17.4841378963712|37.716186417151526|29
0.341974843593938|22.59144468285688|38.121378463300495|30
0.8917280461046166|19.463398219069884|38.833849311390615|31
0.44857284281907833|17.964468714878954|43.69186578292099|32
0.31705598953011804|11.414445691753471|38.912006264980135|33
0.043285596487204835|19.901483737080227|43.53113641814926|34
2.263267330065851|22.707821991951928|41.49393135646369|35
1.0118937665321828|16.526153233594844|41.42610916818308|36
0.9690996899365856|17.88215943096061|39.340741852362164|37
0.42086078987795666|19.579718710161867|37.685651751632555|38
1.1134198543535703|18.101071772229364|40.4772527596873|39
0.07712049951632256|23.03234183958022|38.49025072716053|40
0.1179164643638912|25.451914125398726|37.96491104864847|41
0.23711427365691465|18.64377509079556|41.969610497655566|42
0.6755860401318197|26.229577249361874|36.2787507131296|43
0.18664498395309034|26.177075546128226|40.12762701782476|44
0.6349967892124464|23.291038584340157|37.935603430124935|45
0.9160617781785126|25.2550491147925|41.869327243008264|46
1.018855541983432|21.70420540015131|41.60080359983414|47
0.11510765725236007|17.140601846541006|38.57263023528699|48
0.1870697285720433|20.9349673446773|39.80763797909663|49
